problema,n,k,algoritmo,status,synthesis_time_ms,max_memory_mb,expanded_states,used_states,expanded_transitions,used_transitions,heuristic_time_ms
CM,1,14,PORGeneralizedController,OK,806,68.46,3337,537,6421,762,0
CM,1,15,MonolithicController,OK,488,76.13,3787,1955,7390,2803,0
CM,1,15,DirectedController,OK,5821,322.38,907,605,1430,861,2390
CM,1,15,PORController,OK,852,21.83,3815,605,7359,861,0
CM,1,15,PORGeneralizedController,OK,870,32.28,3815,605,7359,861,0
CM,2,1,MonolithicController,OK,12,12.66,219,133,512,204,0
CM,2,1,DirectedController,OK,181,14.33,75,75,132,132,49
CM,2,1,PORController,OK,57,17.69,133,75,268,132,0
CM,2,1,PORGeneralizedController,OK,57,15.51,133,75,268,132,0
CM,2,2,MonolithicController,OK,75,21.48,1931,477,5044,772,0
CM,2,2,DirectedController,OK,624,33.91,221,221,413,413,257
CM,2,2,PORController,OK,144,15.68,915,221,2005,413,0
CM,2,2,PORGeneralizedController,OK,192,15.69,1480,221,3074,413,0
CM,2,3,MonolithicController,OK,255,92.62,8891,1625,24784,2612,0
CM,2,3,DirectedController,OK,1758,103.75,460,460,886,886,937
CM,2,3,PORController,OK,343,46.59,3569,460,8478,886,0
CM,2,3,PORGeneralizedController,OK,473,77.17,3569,460,8478,886,0
CM,2,4,MonolithicController,OK,908,322.48,27467,4609,79436,7592,0
CM,2,4,DirectedController,OK,3638,110.33,806,806,1583,1583,2249
CM,2,4,PORController,OK,886,63.26,9957,806,25073,1583,0
CM,2,4,PORGeneralizedController,OK,1539,131.13,17844,806,44080,1583,0
CM,2,5,MonolithicController,OK,2490,530.66,66651,10993,197232,18716,0
CM,2,5,DirectedController,OK,45729,402.01,6788,1273,13789,2536,24289
CM,2,5,PORController,OK,1611,115.43,22599,1273,59308,2536,0
CM,2,5,PORGeneralizedController,OK,3335,351.72,41392,1273,107207,2536,0
CM,2,6,MonolithicController,OK,5072,818.0,138059,22825,414932,40048,0
CM,2,6,DirectedController,OK,16826,542.3,1875,1875,3777,3777,11861
CM,2,6,PORController,OK,3076,268.17,44671,1875,120833,3777,0
CM,2,6,PORGeneralizedController,OK,4202,598.01,44671,1875,120833,3777,0
CM,2,7,MonolithicController,OK,10986,1699.84,255931,42665,777824,76740,0
CM,2,7,DirectedController,OK,81964,525.41,4996,2626,10031,5338,69652
CM,2,7,PORController,OK,6384,378.64,80005,2626,221430,5338,0
CM,2,7,PORGeneralizedController,OK,7607,806.42,80005,2626,221430,5338,0
CM,2,8,MonolithicController,OK,23199,2816.0,437131,73585,1339724,135032,0
CM,2,8,DirectedController,OK,70779,654.47,3540,3540,7251,7251,54666
CM,2,8,PORController,OK,14060,560.06,133089,3540,375013,7251,0
CM,2,8,PORGeneralizedController,OK,14087,739.23,133089,3540,375013,7251,0
CM,2,9,MonolithicController,OM,,,,,,,
CM,2,9,DirectedController,TO,,,,,,,
CM,2,9,PORController,OK,29819,683.13,209067,4631,597628,9548,0
CM,2,9,PORGeneralizedController,OK,24274,1576.96,209067,4631,597628,9548,0
CM,2,10,MonolithicController,OM,,,,,,,
CM,2,10,DirectedController,TO,,,,,,,
CM,2,10,PORController,OK,44206,835.13,313739,5913,907453,12261,0
CM,2,10,PORGeneralizedController,OK,74170,2273.28,600472,5913,1729802,12261,0
CM,2,11,MonolithicController,OM,,,,,,,
CM,2,11,DirectedController,TO,,,,,,,
CM,2,11,PORController,OK,68929,1208.32,453561,7400,1324798,15422,0
CM,2,11,PORGeneralizedController,OK,61488,2416.64,453561,7400,1324798,15422,0
CM,2,12,MonolithicController,OM,,,,,,,
CM,2,12,DirectedController,TO,,,,,,,
CM,2,12,PORController,OK,169658,2140.16,635645,9106,1872105,19063,0
CM,2,12,PORGeneralizedController,OM,,,,,,,
CM,2,13,MonolithicController,OM,,,,,,,
CM,2,13,DirectedController,TO,,,,,,,
CM,2,13,PORController,OK,211384,2160.64,867759,11045,2573948,23216,0
CM,2,13,PORGeneralizedController,OM,,,,,,,
CM,2,14,MonolithicController,OM,,,,,,,
CM,2,14,DirectedController,TO,,,,,,,
CM,2,14,PORController,OK,632373,3041.28,1158327,13231,3457033,27913,0
CM,2,14,PORGeneralizedController,OM,,,,,,,
CM,2,15,MonolithicController,OM,,,,,,,
CM,2,15,DirectedController,TO,,,,,,,
CM,2,15,PORController,OK,402692,3123.2,1516429,15678,4550198,33186,0
CM,2,15,PORGeneralizedController,OM,,,,,,,
CM,3,1,MonolithicController,OK,66,20.02,1349,651,4370,1288,0
CM,3,1,DirectedController,OK,982,97.95,355,355,922,922,409
CM,3,1,PORController,OK,110,12.04,345,355,915,922,0
CM,3,1,PORGeneralizedController,OK,129,13.76,573,355,1363,922,0
CM,3,2,MonolithicController,OK,724,398.63,34229,3717,123754,7786,0
CM,3,2,DirectedController,OK,11299,322.53,1681,1681,4741,4741,5113
CM,3,2,PORController,OK,430,61.36,4732,1681,13135,4741,0
CM,3,2,PORGeneralizedController,OK,926,78.91,9668,1681,24994,4741,0
CM,3,3,MonolithicController,OK,6945,2662.4,359605,20519,1406590,40610,0
CM,3,3,DirectedController,OK,100790,473.41,4729,4729,13812,13812,46036
CM,3,3,PORController,OK,1859,169.39,33192,4729,99609,13812,0
CM,3,3,PORGeneralizedController,OK,5471,1269.76,75664,4729,217571,13812,0
CM,3,4,MonolithicController,OM,,,,,,,
CM,3,4,DirectedController,OK,662541,747.27,10309,10309,30715,30715,249999
CM,3,4,PORController,OK,10196,352.98,146387,10309,470657,30715,0
CM,3,4,PORGeneralizedController,OK,28666,3266.56,354271,10309,1107568,30715,0
CM,3,5,MonolithicController,OM,,,,,,,
CM,3,5,DirectedController,TO,,,,,,,
CM,3,5,PORController,OK,84440,1249.28,481857,19303,1633065,58276,0
CM,3,5,PORGeneralizedController,OM,,,,,,,
CM,3,6,MonolithicController,OM,,,,,,,
CM,3,6,DirectedController,TO,,,,,,,
CM,3,6,PORController,OK,641249,3266.56,1301922,32665,4593325,99567,0
CM,3,6,PORGeneralizedController,OM,,,,,,,
CM,3,7,MonolithicController,OM,,,,,,,
CM,3,7,DirectedController,TO,,,,,,,
CM,3,7,PORController,TO,,,,,,,
CM,3,7,PORGeneralizedController,OM,,,,,,,
CM,3,8,MonolithicController,OM,,,,,,,
CM,3,8,DirectedController,TO,,,,,,,
CM,3,8,PORController,OM,,,,,,,
CM,3,8,PORGeneralizedController,OM,,,,,,,
CM,3,9,MonolithicController,OM,,,,,,,
CM,3,9,DirectedController,TO,,,,,,,
CM,3,9,PORController,OM,,,,,,,
CM,3,9,PORGeneralizedController,OM,,,,,,,
CM,3,10,MonolithicController,OM,,,,,,,
CM,3,10,DirectedController,TO,,,,,,,
CM,3,10,PORController,TO,,,,,,,
CM,3,10,PORGeneralizedController,OM,,,,,,,
CM,3,11,MonolithicController,OM,,,,,,,
CM,3,11,DirectedController,TO,,,,,,,
CM,3,11,PORController,OM,,,,,,,
CM,3,11,PORGeneralizedController,OM,,,,,,,
CM,3,12,MonolithicController,OM,,,,,,,
CM,3,12,DirectedController,TO,,,,,,,
CM,3,12,PORController,OM,,,,,,,
CM,3,12,PORGeneralizedController,OM,,,,,,,
CM,3,13,MonolithicController,OM,,,,,,,
CM,3,13,DirectedController,TO,,,,,,,
CM,3,13,PORController,OM,,,,,,,
CM,3,13,PORGeneralizedController,OM,,,,,,,
CM,3,14,MonolithicController,OM,,,,,,,
CM,3,14,DirectedController,TO,,,,,,,
CM,3,14,PORController,OM,,,,,,,
CM,3,14,PORGeneralizedController,OM,,,,,,,
CM,3,15,MonolithicController,OM,,,,,,,
CM,3,15,DirectedController,TO,,,,,,,
CM,3,15,PORController,OM,,,,,,,
CM,3,15,PORGeneralizedController,OM,,,,,,,
CM,4,1,MonolithicController,OK,261,88.2,8175,3373,34136,8508,0
CM,4,1,DirectedController,OK,10444,72.3,1787,1787,6620,6620,2684
CM,4,1,PORController,OK,173,29.17,723,1787,2408,6620,0
CM,4,1,PORGeneralizedController,OK,294,71.56,1562,1787,4491,6620,0
CM,4,2,MonolithicController,OM,,,,,,,
CM,4,2,DirectedController,OK,1067321,654.98,13901,13901,56677,56677,204239
CM,4,2,PORController,OK,1188,71.0,17096,13901,57477,56677,0
CM,4,2,PORGeneralizedController,OK,3491,1566.72,40242,13901,124844,56677,0
CM,4,3,MonolithicController,OM,,,,,,,
CM,4,3,DirectedController,TO,,,,,,,
CM,4,3,PORController,OK,15492,837.13,196878,53938,706198,228574,0
CM,4,3,PORGeneralizedController,OM,,,,,,,
CM,4,4,MonolithicController,OM,,,,,,,
CM,4,4,DirectedController,TO,,,,,,,
CM,4,4,PORController,OM,,,,,,,
CM,4,4,PORGeneralizedController,OM,,,,,,,
CM,4,5,MonolithicController,OM,,,,,,,
CM,4,5,DirectedController,TO,,,,,,,
CM,4,5,PORController,TO,,,,,,,
CM,4,5,PORGeneralizedController,OM,,,,,,,
CM,4,6,MonolithicController,OM,,,,,,,
CM,4,6,DirectedController,TO,,,,,,,
CM,4,6,PORController,TO,,,,,,,
CM,4,6,PORGeneralizedController,OM,,,,,,,
CM,4,7,MonolithicController,OM,,,,,,,
CM,4,7,DirectedController,TO,,,,,,,
CM,4,7,PORController,TO,,,,,,,
CM,4,7,PORGeneralizedController,OM,,,,,,,
CM,4,8,MonolithicController,OM,,,,,,,
CM,4,8,DirectedController,TO,,,,,,,
CM,4,8,PORController,TO,,,,,,,
CM,4,8,PORGeneralizedController,OM,,,,,,,
CM,4,9,MonolithicController,OM,,,,,,,
CM,4,9,DirectedController,TO,,,,,,,
CM,4,9,PORController,OM,,,,,,,
CM,4,9,PORGeneralizedController,OM,,,,,,,
CM,4,10,MonolithicController,OM,,,,,,,
CM,4,10,DirectedController,TO,,,,,,,
CM,4,10,PORController,OM,,,,,,,
CM,4,10,PORGeneralizedController,OM,,,,,,,
CM,4,11,MonolithicController,OM,,,,,,,
CM,4,11,DirectedController,TO,,,,,,,
CM,4,11,PORController,OM,,,,,,,
CM,4,11,PORGeneralizedController,OM,,,,,,,
CM,4,12,MonolithicController,OM,,,,,,,
CM,4,12,DirectedController,TO,,,,,,,
CM,4,12,PORController,OM,,,,,,,
CM,4,12,PORGeneralizedController,OM,,,,,,,
CM,4,13,MonolithicController,OM,,,,,,,
CM,4,13,DirectedController,TO,,,,,,,
CM,4,13,PORController,OM,,,,,,,
CM,4,13,PORGeneralizedController,OM,,,,,,,
CM,4,14,MonolithicController,OM,,,,,,,
CM,4,14,DirectedController,TO,,,,,,,
CM,4,14,PORController,OM,,,,,,,
CM,4,14,PORGeneralizedController,OM,,,,,,,
CM,4,15,MonolithicController,OM,,,,,,,
CM,4,15,DirectedController,TO,,,,,,,
CM,4,15,PORController,OM,,,,,,,
CM,4,15,PORGeneralizedController,OM,,,,,,,
CM,5,1,MonolithicController,OK,1495,472.63,49085,18387,251610,57412,0
CM,5,1,DirectedController,OK,464022,562.36,9483,9483,47310,47310,31649
CM,5,1,PORController,OK,290,80.11,1326,9483,5359,47310,0
CM,5,1,PORGeneralizedController,OK,625,162.3,3366,9483,11477,47310,0
CM,5,2,MonolithicController,OM,,,,,,,
CM,5,2,DirectedController,TO,,,,,,,
CM,5,2,PORController,OK,2752,360.13,49128,122285,193918,676009,0
CM,5,2,PORGeneralizedController,OM,,,,,,,
CM,5,3,MonolithicController,OM,,,,,,,
CM,5,3,DirectedController,TO,,,,,,,
CM,5,3,PORController,OM,,,,,,,
CM,5,3,PORGeneralizedController,OM,,,,,,,
CM,5,4,MonolithicController,OM,,,,,,,
CM,5,4,DirectedController,TO,,,,,,,
CM,5,4,PORController,OM,,,,,,,
CM,5,4,PORGeneralizedController,OM,,,,,,,
CM,5,5,MonolithicController,OM,,,,,,,
CM,5,5,DirectedController,TO,,,,,,,
CM,5,5,PORController,OM,,,,,,,
CM,5,5,PORGeneralizedController,OM,,,,,,,
CM,5,6,MonolithicController,OM,,,,,,,
CM,5,6,DirectedController,TO,,,,,,,
CM,5,6,PORController,OM,,,,,,,
CM,5,6,PORGeneralizedController,OM,,,,,,,
CM,5,7,MonolithicController,OM,,,,,,,
CM,5,7,DirectedController,TO,,,,,,,
CM,5,7,PORController,OM,,,,,,,
CM,5,7,PORGeneralizedController,OM,,,,,,,
CM,5,8,MonolithicController,OM,,,,,,,
CM,5,8,DirectedController,TO,,,,,,,
CM,5,8,PORController,OM,,,,,,,
CM,5,8,PORGeneralizedController,OM,,,,,,,
CM,5,9,MonolithicController,OM,,,,,,,
CM,5,9,DirectedController,TO,,,,,,,
CM,5,9,PORController,OM,,,,,,,
CM,5,9,PORGeneralizedController,OM,,,,,,,
CM,5,10,MonolithicController,OM,,,,,,,
CM,5,10,DirectedController,TO,,,,,,,
CM,5,10,PORController,OM,,,,,,,
CM,5,10,PORGeneralizedController,OM,,,,,,,
CM,5,11,MonolithicController,OM,,,,,,,
CM,5,11,DirectedController,TO,,,,,,,
CM,5,11,PORController,OM,,,,,,,
CM,5,11,PORGeneralizedController,OM,,,,,,,
CM,5,12,MonolithicController,OM,,,,,,,
CM,5,12,DirectedController,TO,,,,,,,
CM,5,12,PORController,OM,,,,,,,
CM,5,12,PORGeneralizedController,OM,,,,,,,
CM,5,13,MonolithicController,OM,,,,,,,
CM,5,13,DirectedController,TO,,,,,,,
CM,5,13,PORController,OM,,,,,,,
CM,5,13,PORGeneralizedController,OM,,,,,,,
CM,5,14,MonolithicController,OM,,,,,,,
CM,5,14,DirectedController,TO,,,,,,,
CM,5,14,PORController,OM,,,,,,,
CM,5,14,PORGeneralizedController,OM,,,,,,,
CM,5,15,MonolithicController,OM,,,,,,,
CM,5,15,DirectedController,TO,,,,,,,
CM,5,15,PORController,OM,,,,,,,
CM,5,15,PORGeneralizedController,OM,,,,,,,
CM,6,1,MonolithicController,OK,7613,3112.96,293439,103813,1785764,388980,0
CM,6,1,DirectedController,TO,,,,,,,
CM,6,1,PORController,OK,566,146.13,2221,52495,10622,333160,0
CM,6,1,PORGeneralizedController,OK,1784,751.15,12828,52495,47076,333160,0
CM,6,2,MonolithicController,OM,,,,,,,
CM,6,2,DirectedController,TO,,,,,,,
CM,6,2,PORController,OM,,,,,,,
CM,6,2,PORGeneralizedController,OM,,,,,,,
CM,6,3,MonolithicController,OM,,,,,,,
CM,6,3,DirectedController,TO,,,,,,,
CM,6,3,PORController,OM,,,,,,,
CM,6,3,PORGeneralizedController,OM,,,,,,,
CM,6,4,MonolithicController,OM,,,,,,,
CM,6,4,DirectedController,TO,,,,,,,
CM,6,4,PORController,OM,,,,,,,
CM,6,4,PORGeneralizedController,OM,,,,,,,
CM,6,5,MonolithicController,OM,,,,,,,
CM,6,5,DirectedController,TO,,,,,,,
CM,6,5,PORController,OM,,,,,,,
CM,6,5,PORGeneralizedController,OM,,,,,,,
CM,6,6,MonolithicController,OM,,,,,,,
CM,6,6,DirectedController,TO,,,,,,,
CM,6,6,PORController,OM,,,,,,,
CM,6,6,PORGeneralizedController,OM,,,,,,,
CM,6,7,MonolithicController,OM,,,,,,,
CM,6,7,DirectedController,TO,,,,,,,
CM,6,7,PORController,OM,,,,,,,
CM,6,7,PORGeneralizedController,OM,,,,,,,
CM,6,8,MonolithicController,OM,,,,,,,
CM,6,8,DirectedController,TO,,,,,,,
CM,6,8,PORController,OM,,,,,,,
CM,6,8,PORGeneralizedController,OM,,,,,,,
CM,6,9,MonolithicController,OM,,,,,,,
CM,6,9,DirectedController,TO,,,,,,,
CM,6,9,PORController,OM,,,,,,,
CM,6,9,PORGeneralizedController,OM,,,,,,,
CM,6,10,MonolithicController,OM,,,,,,,
CM,6,10,DirectedController,TO,,,,,,,
CM,6,10,PORController,OM,,,,,,,
CM,6,10,PORGeneralizedController,OM,,,,,,,
CM,6,11,MonolithicController,OM,,,,,,,
CM,6,11,DirectedController,TO,,,,,,,
CM,6,11,PORController,OM,,,,,,,
CM,6,11,PORGeneralizedController,OM,,,,,,,
CM,6,12,MonolithicController,OM,,,,,,,
CM,6,12,DirectedController,TO,,,,,,,
CM,6,12,PORController,OM,,,,,,,
CM,6,12,PORGeneralizedController,OM,,,,,,,
CM,6,13,MonolithicController,OM,,,,,,,
CM,6,13,DirectedController,TO,,,,,,,
CM,6,13,PORController,OM,,,,,,,
CM,6,13,PORGeneralizedController,OM,,,,,,,
CM,6,14,MonolithicController,OM,,,,,,,
CM,6,14,DirectedController,TO,,,,,,,
CM,6,14,PORController,OM,,,,,,,
CM,6,14,PORGeneralizedController,OM,,,,,,,
CM,6,15,MonolithicController,OM,,,,,,,
CM,6,15,DirectedController,TO,,,,,,,
CM,6,15,PORController,OM,,,,,,,
CM,6,15,PORGeneralizedController,OM,,,,,,,
CM,7,1,MonolithicController,OM,,,,,,,
CM,7,1,DirectedController,TO,,,,,,,
CM,7,1,PORController,OK,723,762.13,3484,299627,19346,2308022,0
CM,7,1,PORGeneralizedController,OK,4946,3368.96,26255,299627,110044,2308022,0
CM,7,2,MonolithicController,OM,,,,,,,
CM,7,2,DirectedController,TO,,,,,,,
CM,7,2,PORController,OM,,,,,,,
CM,7,2,PORGeneralizedController,OM,,,,,,,
CM,7,3,MonolithicController,OM,,,,,,,
CM,7,3,DirectedController,TO,,,,,,,
CM,7,3,PORController,OM,,,,,,,
CM,7,3,PORGeneralizedController,OM,,,,,,,
CM,7,4,MonolithicController,OM,,,,,,,
CM,7,4,DirectedController,TO,,,,,,,
CM,7,4,PORController,OM,,,,,,,
CM,7,4,PORGeneralizedController,OM,,,,,,,
CM,7,5,MonolithicController,OM,,,,,,,
CM,7,5,DirectedController,TO,,,,,,,
CM,7,5,PORController,OM,,,,,,,
CM,7,5,PORGeneralizedController,OM,,,,,,,
CM,7,6,MonolithicController,OM,,,,,,,
CM,7,6,DirectedController,TO,,,,,,,
CM,7,6,PORController,OM,,,,,,,
CM,7,6,PORGeneralizedController,OM,,,,,,,
CM,7,7,MonolithicController,OM,,,,,,,
CM,7,7,DirectedController,TO,,,,,,,
CM,7,7,PORController,OM,,,,,,,
CM,7,7,PORGeneralizedController,OM,,,,,,,
CM,7,8,MonolithicController,OM,,,,,,,
CM,7,8,DirectedController,TO,,,,,,,
CM,7,8,PORController,OM,,,,,,,
CM,7,8,PORGeneralizedController,OM,,,,,,,
CM,7,9,MonolithicController,OM,,,,,,,
CM,7,9,DirectedController,TO,,,,,,,
CM,7,9,PORController,OM,,,,,,,
CM,7,9,PORGeneralizedController,OM,,,,,,,
CM,7,10,MonolithicController,OM,,,,,,,
CM,7,10,DirectedController,TO,,,,,,,
CM,7,10,PORController,OM,,,,,,,
CM,7,10,PORGeneralizedController,OM,,,,,,,
CM,7,11,MonolithicController,OM,,,,,,,
CM,7,11,DirectedController,TO,,,,,,,
CM,7,11,PORController,OM,,,,,,,
CM,7,11,PORGeneralizedController,OM,,,,,,,
CM,7,12,MonolithicController,OM,,,,,,,
CM,7,12,DirectedController,TO,,,,,,,
CM,7,12,PORController,OM,,,,,,,
CM,7,12,PORGeneralizedController,OM,,,,,,,
CM,7,13,MonolithicController,OM,,,,,,,
CM,7,13,DirectedController,TO,,,,,,,
CM,7,13,PORController,OM,,,,,,,
CM,7,13,PORGeneralizedController,OM,,,,,,,
CM,7,14,MonolithicController,OM,,,,,,,
CM,7,14,DirectedController,TO,,,,,,,
CM,7,14,PORController,OM,,,,,,,
CM,7,14,PORGeneralizedController,OM,,,,,,,
CM,7,15,MonolithicController,OM,,,,,,,
CM,7,15,DirectedController,TO,,,,,,,
CM,7,15,PORController,OM,,,,,,,
CM,7,15,PORGeneralizedController,OM,,,,,,,
CM,8,1,MonolithicController,OM,,,,,,,
CM,8,1,DirectedController,TO,,,,,,,
CM,8,1,PORController,OM,,,,,,,
CM,8,1,PORGeneralizedController,OM,,,,,,,
CM,8,2,MonolithicController,OM,,,,,,,
CM,8,2,DirectedController,TO,,,,,,,
CM,8,2,PORController,OM,,,,,,,
CM,8,2,PORGeneralizedController,OM,,,,,,,
CM,8,3,MonolithicController,OM,,,,,,,
CM,8,3,DirectedController,TO,,,,,,,
CM,8,3,PORController,OM,,,,,,,
CM,8,3,PORGeneralizedController,OM,,,,,,,
CM,8,4,MonolithicController,OM,,,,,,,
CM,8,4,DirectedController,TO,,,,,,,
CM,8,4,PORController,OM,,,,,,,
CM,8,4,PORGeneralizedController,OM,,,,,,,
CM,8,5,MonolithicController,OM,,,,,,,
CM,8,5,DirectedController,TO,,,,,,,
CM,8,5,PORController,OM,,,,,,,
CM,8,5,PORGeneralizedController,OM,,,,,,,
CM,8,6,MonolithicController,OM,,,,,,,
CM,8,6,DirectedController,TO,,,,,,,
CM,8,6,PORController,OM,,,,,,,
CM,8,6,PORGeneralizedController,OM,,,,,,,
CM,8,7,MonolithicController,OM,,,,,,,
CM,8,7,DirectedController,TO,,,,,,,
CM,8,7,PORController,OM,,,,,,,
CM,8,7,PORGeneralizedController,OM,,,,,,,
CM,8,8,MonolithicController,OM,,,,,,,
CM,8,8,DirectedController,TO,,,,,,,
CM,8,8,PORController,OM,,,,,,,
CM,8,8,PORGeneralizedController,OM,,,,,,,
CM,8,9,MonolithicController,OM,,,,,,,
CM,8,9,DirectedController,TO,,,,,,,
CM,8,9,PORController,OM,,,,,,,
CM,8,9,PORGeneralizedController,OM,,,,,,,
CM,8,10,MonolithicController,OM,,,,,,,
CM,8,10,DirectedController,TO,,,,,,,
CM,8,10,PORController,OM,,,,,,,
CM,8,10,PORGeneralizedController,OM,,,,,,,
CM,8,11,MonolithicController,OM,,,,,,,
CM,8,11,DirectedController,TO,,,,,,,
CM,8,11,PORController,OM,,,,,,,
CM,8,11,PORGeneralizedController,OM,,,,,,,
CM,8,12,MonolithicController,OM,,,,,,,
CM,8,12,DirectedController,TO,,,,,,,
CM,8,12,PORController,OM,,,,,,,
CM,8,12,PORGeneralizedController,OM,,,,,,,
CM,8,13,MonolithicController,OM,,,,,,,
CM,8,13,DirectedController,TO,,,,,,,
CM,8,13,PORController,OM,,,,,,,
CM,8,13,PORGeneralizedController,OM,,,,,,,
CM,8,14,MonolithicController,OM,,,,,,,
CM,8,14,DirectedController,TO,,,,,,,
CM,8,14,PORController,OM,,,,,,,
CM,8,14,PORGeneralizedController,OM,,,,,,,
CM,8,15,MonolithicController,OM,,,,,,,
CM,8,15,DirectedController,TO,,,,,,,
CM,8,15,PORController,OM,,,,,,,
CM,8,15,PORGeneralizedController,OM,,,,,,,
CM,9,1,MonolithicController,OM,,,,,,,
CM,9,1,DirectedController,TO,,,,,,,
CM,9,1,PORController,OM,,,,,,,
CM,9,1,PORGeneralizedController,OM,,,,,,,
CM,9,2,MonolithicController,OM,,,,,,,
CM,9,2,DirectedController,TO,,,,,,,
CM,9,2,PORController,OM,,,,,,,
CM,9,2,PORGeneralizedController,OM,,,,,,,
CM,9,3,MonolithicController,OM,,,,,,,
CM,9,3,DirectedController,TO,,,,,,,
CM,9,3,PORController,OM,,,,,,,
CM,9,3,PORGeneralizedController,OM,,,,,,,
CM,9,4,MonolithicController,OM,,,,,,,
CM,9,4,DirectedController,TO,,,,,,,
CM,9,4,PORController,OM,,,,,,,
CM,9,4,PORGeneralizedController,OM,,,,,,,
CM,9,5,MonolithicController,OM,,,,,,,
CM,9,5,DirectedController,TO,,,,,,,
CM,9,5,PORController,OM,,,,,,,
CM,9,5,PORGeneralizedController,OM,,,,,,,
CM,9,6,MonolithicController,OM,,,,,,,
CM,9,6,DirectedController,TO,,,,,,,
CM,9,6,PORController,OM,,,,,,,
CM,9,6,PORGeneralizedController,OM,,,,,,,
CM,9,7,MonolithicController,OM,,,,,,,
CM,9,7,DirectedController,TO,,,,,,,
CM,9,7,PORController,OM,,,,,,,
CM,9,7,PORGeneralizedController,OM,,,,,,,
CM,9,8,MonolithicController,OM,,,,,,,
CM,9,8,DirectedController,TO,,,,,,,
CM,9,8,PORController,OM,,,,,,,
CM,9,8,PORGeneralizedController,OM,,,,,,,
CM,9,9,MonolithicController,OM,,,,,,,
CM,9,9,DirectedController,TO,,,,,,,
CM,9,9,PORController,OM,,,,,,,
CM,9,9,PORGeneralizedController,OM,,,,,,,
CM,9,10,MonolithicController,OM,,,,,,,
CM,9,10,DirectedController,TO,,,,,,,
CM,9,10,PORController,OM,,,,,,,
CM,9,10,PORGeneralizedController,OM,,,,,,,
CM,9,11,MonolithicController,OM,,,,,,,
CM,9,11,DirectedController,TO,,,,,,,
CM,9,11,PORController,OM,,,,,,,
CM,9,11,PORGeneralizedController,OM,,,,,,,
CM,9,12,MonolithicController,OM,,,,,,,
CM,9,12,DirectedController,TO,,,,,,,
CM,9,12,PORController,OM,,,,,,,
CM,9,12,PORGeneralizedController,OM,,,,,,,
CM,9,13,MonolithicController,OM,,,,,,,
CM,9,13,DirectedController,TO,,,,,,,
CM,9,13,PORController,OM,,,,,,,
CM,9,13,PORGeneralizedController,OM,,,,,,,
CM,9,14,MonolithicController,OM,,,,,,,
CM,9,14,DirectedController,TO,,,,,,,
CM,9,14,PORController,OM,,,,,,,
CM,9,14,PORGeneralizedController,OM,,,,,,,
CM,9,15,MonolithicController,OM,,,,,,,
CM,9,15,DirectedController,TO,,,,,,,
CM,9,15,PORController,OM,,,,,,,
CM,9,15,PORGeneralizedController,OM,,,,,,,
CM,10,1,MonolithicController,OM,,,,,,,
CM,10,1,DirectedController,TO,,,,,,,
CM,10,1,PORController,OM,,,,,,,
CM,10,1,PORGeneralizedController,OM,,,,,,,
CM,10,2,MonolithicController,OM,,,,,,,
CM,10,2,DirectedController,TO,,,,,,,
CM,10,2,PORController,OM,,,,,,,
CM,10,2,PORGeneralizedController,OM,,,,,,,
CM,10,3,MonolithicController,OM,,,,,,,
CM,10,3,DirectedController,TO,,,,,,,
CM,10,3,PORController,OM,,,,,,,
CM,10,3,PORGeneralizedController,OM,,,,,,,
CM,10,4,MonolithicController,OM,,,,,,,
CM,10,4,DirectedController,TO,,,,,,,
CM,10,4,PORController,OM,,,,,,,
CM,10,4,PORGeneralizedController,OM,,,,,,,
CM,10,5,MonolithicController,OM,,,,,,,
CM,10,5,DirectedController,TO,,,,,,,
CM,10,5,PORController,OM,,,,,,,
CM,10,5,PORGeneralizedController,OM,,,,,,,
CM,10,6,MonolithicController,OM,,,,,,,
CM,10,6,DirectedController,TO,,,,,,,
CM,10,6,PORController,OM,,,,,,,
CM,10,6,PORGeneralizedController,OM,,,,,,,
CM,10,7,MonolithicController,OM,,,,,,,
CM,10,7,DirectedController,TO,,,,,,,
CM,10,7,PORController,OM,,,,,,,
CM,10,7,PORGeneralizedController,OM,,,,,,,
CM,10,8,MonolithicController,OM,,,,,,,
CM,10,8,DirectedController,TO,,,,,,,
CM,10,8,PORController,OM,,,,,,,
CM,10,8,PORGeneralizedController,OM,,,,,,,
CM,10,9,MonolithicController,OM,,,,,,,
CM,10,9,DirectedController,TO,,,,,,,
CM,10,9,PORController,OM,,,,,,,
CM,10,9,PORGeneralizedController,OM,,,,,,,
CM,10,10,MonolithicController,OM,,,,,,,
CM,10,10,DirectedController,TO,,,,,,,
CM,10,10,PORController,OM,,,,,,,
CM,10,10,PORGeneralizedController,OM,,,,,,,
CM,10,11,MonolithicController,OM,,,,,,,
CM,10,11,DirectedController,TO,,,,,,,
CM,10,11,PORController,OM,,,,,,,
CM,10,11,PORGeneralizedController,OM,,,,,,,
CM,10,12,MonolithicController,OM,,,,,,,
CM,10,12,DirectedController,TO,,,,,,,
CM,10,12,PORController,OM,,,,,,,
CM,10,12,PORGeneralizedController,OM,,,,,,,
CM,10,13,MonolithicController,OM,,,,,,,
CM,10,13,DirectedController,TO,,,,,,,
CM,10,13,PORController,OM,,,,,,,
CM,10,13,PORGeneralizedController,OM,,,,,,,
CM,10,14,MonolithicController,OM,,,,,,,
CM,10,14,DirectedController,TO,,,,,,,
CM,10,14,PORController,OM,,,,,,,
