problema,n,k,algoritmo,status,synthesis_time_ms,max_memory_mb,expanded_states,used_states,expanded_transitions,used_transitions,heuristic_time_ms
BW,12,11,MonolithicController,OM,,,,,,,
BW,12,11,DirectedController,OK,244425,1239.04,53247,53247,77822,77822,179509
BW,12,11,PORController,OM,,,,,,,
BW,12,11,PORGeneralizedController,OM,,,,,,,
BW,12,12,MonolithicController,OM,,,,,,,
BW,12,12,DirectedController,OK,295096,1515.52,57343,57343,83966,83966,219569
BW,12,12,PORController,OM,,,,,,,
BW,12,12,PORGeneralizedController,OM,,,,,,,
BW,12,13,MonolithicController,OM,,,,,,,
BW,12,13,DirectedController,OK,354955,1290.24,61439,61439,90110,90110,265972
BW,12,13,PORController,OM,,,,,,,
BW,12,13,PORGeneralizedController,OM,,,,,,,
BW,12,14,MonolithicController,OM,,,,,,,
BW,12,14,DirectedController,OK,416725,1382.4,65535,65535,96254,96254,313688
BW,12,14,PORController,OM,,,,,,,
BW,12,14,PORGeneralizedController,OM,,,,,,,
BW,12,15,MonolithicController,OM,,,,,,,
BW,12,15,DirectedController,OK,471859,1454.08,69631,69631,102398,102398,358538
BW,12,15,PORController,OM,,,,,,,
BW,12,15,PORGeneralizedController,OM,,,,,,,
BW,13,1,MonolithicController,OM,,,,,,,
BW,13,1,DirectedController,OK,22044,509.13,24575,24575,32766,32766,13038
BW,13,1,PORController,OM,,,,,,,
BW,13,1,PORGeneralizedController,OM,,,,,,,
BW,13,2,MonolithicController,OM,,,,,,,
BW,13,2,DirectedController,OK,61219,714.13,32767,32767,45054,45054,46866
BW,13,2,PORController,OM,,,,,,,
BW,13,2,PORGeneralizedController,OM,,,,,,,
BW,13,3,MonolithicController,OM,,,,,,,
BW,13,3,DirectedController,OK,108504,870.13,40959,40959,57342,57342,87440
BW,13,3,PORController,OM,,,,,,,
BW,13,3,PORGeneralizedController,OM,,,,,,,
BW,13,4,MonolithicController,OM,,,,,,,
BW,13,4,DirectedController,OK,162925,1187.84,49151,49151,69630,69630,134409
BW,13,4,PORController,OM,,,,,,,
BW,13,4,PORGeneralizedController,OM,,,,,,,
BW,13,5,MonolithicController,OM,,,,,,,
BW,13,5,DirectedController,OK,241428,1157.12,57343,57343,81918,81918,200324
BW,13,5,PORController,OM,,,,,,,
BW,13,5,PORGeneralizedController,OM,,,,,,,
BW,13,6,MonolithicController,OM,,,,,,,
BW,13,6,DirectedController,OK,321156,1607.68,65535,65535,94206,94206,273060
BW,13,6,PORController,OM,,,,,,,
BW,13,6,PORGeneralizedController,OM,,,,,,,
BW,13,7,MonolithicController,OM,,,,,,,
BW,13,7,DirectedController,OK,409368,1536.0,73727,73727,106494,106494,350051
BW,13,7,PORController,OM,,,,,,,
BW,13,7,PORGeneralizedController,OM,,,,,,,
BW,13,8,MonolithicController,OM,,,,,,,
BW,13,8,DirectedController,OK,515041,1689.6,81919,81919,118782,118782,437762
BW,13,8,PORController,OM,,,,,,,
BW,13,8,PORGeneralizedController,OM,,,,,,,
BW,13,9,MonolithicController,OM,,,,,,,
BW,13,9,DirectedController,OK,640627,1832.96,90111,90111,131070,131070,541421
BW,13,9,PORController,OM,,,,,,,
BW,13,9,PORGeneralizedController,OM,,,,,,,
BW,13,10,MonolithicController,OM,,,,,,,
BW,13,10,DirectedController,OK,772213,2170.88,98303,98303,143358,143358,651955
BW,13,10,PORController,OM,,,,,,,
BW,13,10,PORGeneralizedController,OM,,,,,,,
BW,13,11,MonolithicController,OM,,,,,,,
BW,13,11,DirectedController,OK,920039,2324.48,106495,106495,155646,155646,781195
BW,13,11,PORController,OM,,,,,,,
BW,13,11,PORGeneralizedController,OM,,,,,,,
BW,13,12,MonolithicController,OM,,,,,,,
BW,13,12,DirectedController,OK,1087893,2529.28,114687,114687,167934,167934,918816
BW,13,12,PORController,OM,,,,,,,
BW,13,12,PORGeneralizedController,OM,,,,,,,
BW,13,13,MonolithicController,OM,,,,,,,
BW,13,13,DirectedController,OK,1239615,2723.84,122879,122879,180222,180222,1050142
BW,13,13,PORController,OM,,,,,,,
BW,13,13,PORGeneralizedController,OM,,,,,,,
BW,13,14,MonolithicController,OM,,,,,,,
BW,13,14,DirectedController,OK,1430287,2887.68,131071,131071,192510,192510,1210531
BW,13,14,PORController,OM,,,,,,,
BW,13,14,PORGeneralizedController,OM,,,,,,,
BW,13,15,MonolithicController,OM,,,,,,,
BW,13,15,DirectedController,OK,1618676,3112.96,139263,139263,204798,204798,1378280
BW,13,15,PORController,OM,,,,,,,
BW,13,15,PORGeneralizedController,OM,,,,,,,
BW,14,1,MonolithicController,OM,,,,,,,
BW,14,1,DirectedController,OK,96528,862.13,49151,49151,65534,65534,76094
BW,14,1,PORController,OM,,,,,,,
BW,14,1,PORGeneralizedController,OM,,,,,,,
BW,14,2,MonolithicController,OM,,,,,,,
BW,14,2,DirectedController,OK,253033,1269.76,65535,65535,90110,90110,222077
BW,14,2,PORController,OM,,,,,,,
BW,14,2,PORGeneralizedController,OM,,,,,,,
BW,14,3,MonolithicController,OM,,,,,,,
BW,14,3,DirectedController,OK,430774,1710.08,81919,81919,114686,114686,384975
BW,14,3,PORController,OM,,,,,,,
BW,14,3,PORGeneralizedController,OM,,,,,,,
BW,14,4,MonolithicController,OM,,,,,,,
BW,14,4,DirectedController,OK,654477,2058.24,98303,98303,139262,139262,589772
BW,14,4,PORController,OM,,,,,,,
BW,14,4,PORGeneralizedController,OM,,,,,,,
BW,14,5,MonolithicController,OM,,,,,,,
BW,14,5,DirectedController,OK,927685,2447.36,114687,114687,163838,163838,845343
BW,14,5,PORController,OM,,,,,,,
BW,14,5,PORGeneralizedController,OM,,,,,,,
BW,14,6,MonolithicController,OM,,,,,,,
BW,14,6,DirectedController,OK,1240642,2856.96,131071,131071,188414,188414,1130985
BW,14,6,PORController,OM,,,,,,,
BW,14,6,PORGeneralizedController,OM,,,,,,,
BW,14,7,MonolithicController,OM,,,,,,,
BW,14,7,DirectedController,OK,1589911,3246.08,147455,147455,212990,212990,1449027
BW,14,7,PORController,OM,,,,,,,
BW,14,7,PORGeneralizedController,OM,,,,,,,
BW,14,8,MonolithicController,OM,,,,,,,
BW,14,8,DirectedController,TO,,,,,,,
BW,14,8,PORController,OM,,,,,,,
BW,14,8,PORGeneralizedController,OM,,,,,,,
BW,14,9,MonolithicController,OM,,,,,,,
BW,14,9,DirectedController,TO,,,,,,,
BW,14,9,PORController,OM,,,,,,,
BW,14,9,PORGeneralizedController,OM,,,,,,,
BW,14,10,MonolithicController,OM,,,,,,,
BW,14,10,DirectedController,TO,,,,,,,
BW,14,10,PORController,OM,,,,,,,
BW,14,10,PORGeneralizedController,OM,,,,,,,
BW,14,11,MonolithicController,OM,,,,,,,
BW,14,11,DirectedController,TO,,,,,,,
BW,14,11,PORController,OM,,,,,,,
BW,14,11,PORGeneralizedController,OM,,,,,,,
BW,14,12,MonolithicController,OM,,,,,,,
BW,14,12,DirectedController,TO,,,,,,,
BW,14,12,PORController,OM,,,,,,,
BW,14,12,PORGeneralizedController,OM,,,,,,,
BW,14,13,MonolithicController,OM,,,,,,,
BW,14,13,DirectedController,TO,,,,,,,
BW,14,13,PORController,OM,,,,,,,
BW,14,13,PORGeneralizedController,OM,,,,,,,
BW,14,14,MonolithicController,OM,,,,,,,
BW,14,14,DirectedController,TO,,,,,,,
BW,14,14,PORController,OM,,,,,,,
BW,14,14,PORGeneralizedController,OM,,,,,,,
BW,14,15,MonolithicController,OM,,,,,,,
BW,14,15,DirectedController,TO,,,,,,,
BW,14,15,PORController,OM,,,,,,,
BW,14,15,PORGeneralizedController,OM,,,,,,,
BW,15,1,MonolithicController,OM,,,,,,,
BW,15,1,DirectedController,OK,446364,2027.52,98303,98303,131070,131070,402922
BW,15,1,PORController,OM,,,,,,,
BW,15,1,PORGeneralizedController,OM,,,,,,,
BW,15,2,MonolithicController,OM,,,,,,,
BW,15,2,DirectedController,OK,1067823,2631.68,131071,131071,180222,180222,997914
BW,15,2,PORController,OM,,,,,,,
BW,15,2,PORGeneralizedController,OM,,,,,,,
BW,15,3,MonolithicController,OM,,,,,,,
BW,15,3,DirectedController,OK,1773067,3338.24,163839,163839,229374,229374,1671459
BW,15,3,PORController,OM,,,,,,,
BW,15,3,PORGeneralizedController,OM,,,,,,,
BW,15,4,MonolithicController,OM,,,,,,,
BW,15,4,DirectedController,TO,,,,,,,
BW,15,4,PORController,OM,,,,,,,
BW,15,4,PORGeneralizedController,OM,,,,,,,
BW,15,5,MonolithicController,OM,,,,,,,
BW,15,5,DirectedController,TO,,,,,,,
BW,15,5,PORController,OM,,,,,,,
BW,15,5,PORGeneralizedController,OM,,,,,,,
BW,15,6,MonolithicController,OM,,,,,,,
BW,15,6,DirectedController,TO,,,,,,,
BW,15,6,PORController,OM,,,,,,,
BW,15,6,PORGeneralizedController,OM,,,,,,,
BW,15,7,MonolithicController,OM,,,,,,,
BW,15,7,DirectedController,TO,,,,,,,
BW,15,7,PORController,OM,,,,,,,
BW,15,7,PORGeneralizedController,OM,,,,,,,
BW,15,8,MonolithicController,OM,,,,,,,
BW,15,8,DirectedController,TO,,,,,,,
BW,15,8,PORController,OM,,,,,,,
BW,15,8,PORGeneralizedController,OM,,,,,,,
BW,15,9,MonolithicController,OM,,,,,,,
BW,15,9,DirectedController,TO,,,,,,,
BW,15,9,PORController,OM,,,,,,,
BW,15,9,PORGeneralizedController,OM,,,,,,,
BW,15,10,MonolithicController,OM,,,,,,,
BW,15,10,DirectedController,TO,,,,,,,
BW,15,10,PORController,OM,,,,,,,
BW,15,10,PORGeneralizedController,OM,,,,,,,
BW,15,11,MonolithicController,OM,,,,,,,
BW,15,11,DirectedController,TO,,,,,,,
BW,15,11,PORController,OM,,,,,,,
BW,15,11,PORGeneralizedController,OM,,,,,,,
BW,15,12,MonolithicController,OM,,,,,,,
BW,15,12,DirectedController,TO,,,,,,,
BW,15,12,PORController,OM,,,,,,,
BW,15,12,PORGeneralizedController,OM,,,,,,,
BW,15,13,MonolithicController,OM,,,,,,,
BW,15,13,DirectedController,TO,,,,,,,
BW,15,13,PORController,OM,,,,,,,
BW,15,13,PORGeneralizedController,OM,,,,,,,
BW,15,14,MonolithicController,OM,,,,,,,
BW,15,14,DirectedController,TO,,,,,,,
BW,15,14,PORController,OM,,,,,,,
BW,15,14,PORGeneralizedController,OM,,,,,,,
BW,15,15,MonolithicController,OM,,,,,,,
BW,15,15,DirectedController,TO,,,,,,,
BW,15,15,PORController,OM,,,,,,,
BW,15,15,PORGeneralizedController,OM,,,,,,,
